           1  0.000000000000000E+000
           2  0.392699081698724     
           3  0.785398163397448     
           4   1.17809724509617     
           5   1.57079632679490     
           6   1.96349540849362     
           7   2.35619449019234     
           8   2.74889357189107     
           9   3.14159265358979     
          10   3.53429173528852     
          11   3.92699081698724     
          12   4.31968989868597     
          13   4.71238898038469     
          14   5.10508806208341     
          15   5.49778714378214     
          16   5.89048622548086     
          17   6.28318530717959     
          18   6.67588438887831     
